sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP11-474G23.3","Unmatched","","","",""
"RP11-474N24.6","Unmatched","","","",""
"RP11-474P2.4","Unmatched","","","",""
"RP11-474P2.6","Unmatched","","","",""
"RP11-474P2.7","Unmatched","","","",""
"RP11-475D10.4","Unmatched","","","",""
"RP11-475I24.3","Unmatched","","","",""
"RP11-477D19.2","Unmatched","","","",""
"RP11-477I4.4","Unmatched","","","",""
"RP11-477N3.1","Unmatched","","","",""
"RP11-478C19.2","Unmatched","","","",""
"RP11-479G22.8","Unmatched","","","",""
"RP11-479O9.4","Unmatched","","","",""
"RP11-47A8.5","Unmatched","","","",""
"RP11-47I22.1","Unmatched","","","",""
"RP11-47I22.2","Unmatched","","","",""
"RP11-47L3.1","Unmatched","","","",""
"RP11-480A16.1","Unmatched","","","",""
"RP11-480C16.1","Unmatched","","","",""
"RP11-480D4.6","Unmatched","","","",""
"RP11-481C4.2","Unmatched","","","",""
"RP11-481J2.3","Unmatched","","","",""
"RP11-481J2.4","Unmatched","","","",""
"RP11-482D24.3","Unmatched","","","",""
"RP11-482G13.1","Unmatched","","","",""
"RP11-483E17.1","Unmatched","","","",""
"RP11-483H20.4","Unmatched","","","",""
"RP11-483I13.2","Unmatched","","","",""
"RP11-483I13.5","Unmatched","","","",""
"RP11-483I13.6","Unmatched","","","",""
"RP11-484D2.2","Unmatched","","","",""
"RP11-484K9.4","Unmatched","","","",""
"RP11-484L8.1","Unmatched","","","",""
"RP11-485G7.6","Unmatched","","","",""
"RP11-486G15.2","Unmatched","","","",""
"RP11-486I11.2","Unmatched","","","",""
"RP11-486M23.2","Unmatched","","","",""
"RP11-486O12.2","Unmatched","","","",""
"RP11-488C13.5","Unmatched","","","",""
"RP11-488C13.6","Unmatched","","","",""
"RP11-488C13.7","Unmatched","","","",""
"RP11-488L18.10","Unmatched","","","",""
"RP11-488L18.8","Unmatched","","","",""
"RP11-489E7.4","Unmatched","","","",""
"RP11-48B3.3","Unmatched","","","",""
"RP11-48B3.4","Unmatched","","","",""
"RP11-48B3.5","Unmatched","","","",""
"RP11-490B18.6","Unmatched","","","",""
"RP11-490N5.3","Unmatched","","","",""
"RP11-490O6.2","Unmatched","","","",""
"RP11-492E3.2","Unmatched","","","",""
"RP11-492I21.1","Unmatched","","","",""
"RP11-493E12.2","Unmatched","","","",""
"RP11-493L12.4","Unmatched","","","",""
"RP11-493L12.5","Unmatched","","","",""
"RP11-493L12.7","Unmatched","","","",""
"RP11-495K9.5","Unmatched","","","",""
"RP11-495P10.1","Unmatched","","","",""
"RP11-495P10.7","Unmatched","","","",""
"RP11-496H1.2","Unmatched","","","",""
"RP11-496I9.1","Unmatched","","","",""
"RP11-497H16.9","Unmatched","","","",""
"RP11-497H17.1","Unmatched","","","",""
"RP11-498C9.12","Unmatched","","","",""
"RP11-498C9.13","Unmatched","","","",""
"RP11-498C9.15","Unmatched","","","",""
"RP11-498C9.16","Unmatched","","","",""
"RP11-498C9.2","Unmatched","","","",""
"RP11-498C9.4","Unmatched","","","",""
"RP11-498P14.5","Unmatched","","","",""
"RP11-499E14.1","Unmatched","","","",""
"RP11-499E18.1","Unmatched","","","",""
"RP11-499P20.2","Unmatched","","","",""
"RP11-49K24.6","Unmatched","","","",""
"RP11-49K24.8","Unmatched","","","",""
"RP11-4B16.1","Unmatched","","","",""
"RP11-4B16.4","Unmatched","","","",""
"RP11-4L24.3","Unmatched","","","",""
"RP11-4L24.4","Unmatched","","","",""
"RP11-4O1.2","Unmatched","","","",""
"RP11-500C11.3","Unmatched","","","",""
"RP11-500G10.5","Unmatched","","","",""
"RP11-500G22.4","Unmatched","","","",""
"RP11-500G22.5","Unmatched","","","",""
"RP11-500M8.7","Unmatched","","","",""
"RP11-502I4.3","Unmatched","","","",""
"RP11-503C24.6","Unmatched","","","",""
"RP11-503E24.2","Unmatched","","","",""
"RP11-503P10.1","Unmatched","","","",""
"RP11-504G3.2","Unmatched","","","",""
"RP11-504P24.9","Unmatched","","","",""
"RP11-505K9.1","Unmatched","","","",""
"RP11-505K9.4","Unmatched","","","",""
"RP11-505K9.5","Unmatched","","","",""
"RP11-505P4.7","Unmatched","","","",""
"RP11-506H21.5","Unmatched","","","",""
"RP11-506M12.1","Unmatched","","","",""
"RP11-506M13.3","Unmatched","","","",""
"RP11-507K2.6","Unmatched","","","",""
"RP11-508N22.12","Unmatched","","","",""
"RP11-50B3.4","Unmatched","","","",""
"RP11-50C13.1","Unmatched","","","",""
"RP11-50D16.4","Unmatched","","","",""
"RP11-50I19.2","Unmatched","","","",""
"RP11-510M2.2","Unmatched","","","",""
"RP11-511H23.2","Unmatched","","","",""
"RP11-511P7.5","Unmatched","","","",""
"RP11-512M8.5","Unmatched","","","",""
"RP11-513I15.6","Unmatched","","","",""
"RP11-513M16.7","Unmatched","","","",""
"RP11-513M16.8","Unmatched","","","",""
"RP11-514O12.4","Unmatched","","","",""
"RP11-514P8.6","Unmatched","","","",""
"RP11-514P8.7","Unmatched","","","",""
"RP11-514P8.8","Unmatched","","","",""
"RP11-517A5.5","Unmatched","","","",""
"RP11-517B11.7","Unmatched","","","",""
"RP11-517C16.2","Alias symbol","ATP2C2-AS1","ATP2C2 antisense RNA 1","HGNC:53167","16q24.1"
"RP11-517H2.6","Unmatched","","","",""
"RP11-517I3.2","Unmatched","","","",""
"RP11-517P14.2","Unmatched","","","",""
"RP11-51F16.1","Unmatched","","","",""
"RP11-51J9.5","Unmatched","","","",""
"RP11-51J9.6","Unmatched","","","",""
"RP11-520H14.7","Unmatched","","","",""
"RP11-521B24.3","Unmatched","","","",""
"RP11-521B24.4","Unmatched","","","",""
"RP11-521B24.5","Unmatched","","","",""
"RP11-521C20.2","Unmatched","","","",""
"RP11-521C22.2","Unmatched","","","",""
"RP11-521D12.5","Unmatched","","","",""
"RP11-521I2.3","Unmatched","","","",""
"RP11-522I20.3","Unmatched","","","",""
"RP11-523H20.3","Unmatched","","","",""
"RP11-523H24.3","Alias symbol","PSPC1-AS2","PSPC1 antisense RNA 2","HGNC:52951","13q12.11"
"RP11-524F11.1","Unmatched","","","",""
"RP11-524O1.4","Unmatched","","","",""
"RP11-525G13.2","Unmatched","","","",""
"RP11-526I2.1","Unmatched","","","",""
"RP11-526I2.5","Unmatched","","","",""
"RP11-527J8.1","Unmatched","","","",""
"RP11-529E10.6","Unmatched","","","",""
"RP11-529K1.2","Unmatched","","","",""
"RP11-529K1.3","Unmatched","","","",""
"RP11-530C5.4","Unmatched","","","",""
"RP11-531A24.5","Unmatched","","","",""
"RP11-531F16.4","Unmatched","","","",""
"RP11-532F6.3","Unmatched","","","",""
"RP11-532F6.5","Unmatched","","","",""
"RP11-532M24.1","Unmatched","","","",""
"RP11-533E19.5","Unmatched","","","",""
"RP11-533E19.7","Unmatched","","","",""
"RP11-534L20.5","Unmatched","","","",""
"RP11-535A5.1","Unmatched","","","",""
"RP11-536C12.1","Unmatched","","","",""
"RP11-536C5.7","Unmatched","","","",""
"RP11-536K7.3","Unmatched","","","",""
"RP11-536K7.5","Unmatched","","","",""
"RP11-537H15.3","Unmatched","","","",""
"RP11-538I12.2","Unmatched","","","",""
"RP11-539L10.2","Unmatched","","","",""
"RP11-539L10.3","Unmatched","","","",""
"RP11-539L10.4","Unmatched","","","",""
"RP11-539L10.5","Unmatched","","","",""
"RP11-53B2.1","Unmatched","","","",""
"RP11-53B2.2","Unmatched","","","",""
"RP11-53B2.3","Unmatched","","","",""
"RP11-53B2.5","Unmatched","","","",""
"RP11-53B2.6","Unmatched","","","",""
"RP11-53I6.2","Unmatched","","","",""
"RP11-53O19.1","Unmatched","","","",""
"RP11-53O19.3","Unmatched","","","",""
"RP11-540A21.2","Unmatched","","","",""
"RP11-540B6.6","Unmatched","","","",""
"RP11-540D14.8","Unmatched","","","",""
"RP11-540O11.1","Unmatched","","","",""
"RP11-541N10.3","Unmatched","","","",""
"RP11-542M13.3","Unmatched","","","",""
"RP11-543C4.1","Unmatched","","","",""
"RP11-544A12.8","Unmatched","","","",""
"RP11-544I20.2","Unmatched","","","",""
"RP11-544M22.13","Unmatched","","","",""
"RP11-545E17.3","Unmatched","","","",""
"RP11-545I5.3","Unmatched","","","",""
"RP11-545M17.1","Unmatched","","","",""
"RP11-545P7.9","Unmatched","","","",""
"RP11-546D6.3","Unmatched","","","",""
"RP11-546J1.1","Unmatched","","","",""
"RP11-546K22.3","Unmatched","","","",""
"RP11-547D13.1","Unmatched","","","",""
"RP11-547D23.1","Unmatched","","","",""
"RP11-548H3.1","Unmatched","","","",""
"RP11-549B18.1","Unmatched","","","",""
"RP11-549J18.1","Unmatched","","","",""
"RP11-54A4.2","Unmatched","","","",""
"RP11-54C4.3","Unmatched","","","",""
"RP11-54G14.1","Unmatched","","","",""
"RP11-54O7.18","Unmatched","","","",""
"RP11-550I24.2","Unmatched","","","",""
"RP11-552F3.10","Unmatched","","","",""
"RP11-552F3.12","Unmatched","","","",""
"RP11-552F3.4","Unmatched","","","",""
"RP11-552F3.9","Unmatched","","","",""
"RP11-552M11.4","Unmatched","","","",""
"RP11-552M11.8","Unmatched","","","",""
"RP11-553A21.3","Unmatched","","","",""
"RP11-553L6.2","Unmatched","","","",""
"RP11-553L6.5","Unmatched","","","",""
"RP11-554A11.9","Unmatched","","","",""
"RP11-554I8.1","Unmatched","","","",""
"RP11-554J4.1","Unmatched","","","",""
"RP11-556N21.1","Unmatched","","","",""
"RP11-557C18.3","Unmatched","","","",""
"RP11-55K13.1","Unmatched","","","",""
"RP11-560J1.2","Unmatched","","","",""
"RP11-561B11.2","Unmatched","","","",""
"RP11-561O23.5","Unmatched","","","",""
"RP11-561O23.8","Unmatched","","","",""
"RP11-561O23.9","Unmatched","","","",""
"RP11-562A8.4","Unmatched","","","",""
"RP11-563E2.2","Unmatched","","","",""
"RP11-563J2.2","Unmatched","","","",""
"RP11-563J2.3","Unmatched","","","",""
"RP11-563N4.1","Unmatched","","","",""
"RP11-565F19.2","Unmatched","","","",""
"RP11-566E18.1","Unmatched","","","",""
"RP11-566K11.4","Unmatched","","","",""
"RP11-567F11.1","Unmatched","","","",""
"RP11-567I13.1","Unmatched","","","",""
"RP11-567M16.1","Unmatched","","","",""
"RP11-567M16.6","Unmatched","","","",""
"RP11-568J23.5","Unmatched","","","",""
"RP11-568J23.8","Unmatched","","","",""
"RP11-568N6.1","Unmatched","","","",""
"RP11-56D16.8","Unmatched","","","",""
"RP11-56G10.2","Unmatched","","","",""
"RP11-571I18.4","Unmatched","","","",""
"RP11-571L19.8","Unmatched","","","",""
"RP11-571M6.15","Unmatched","","","",""
"RP11-571M6.17","Unmatched","","","",""
"RP11-572B2.1","Unmatched","","","",""
"RP11-572M11.3","Unmatched","","","",""
"RP11-572M11.4","Unmatched","","","",""
"RP11-572O17.1","Unmatched","","","",""
"RP11-572O6.1","Unmatched","","","",""
"RP11-573D15.2","Unmatched","","","",""
"RP11-573D15.3","Unmatched","","","",""
"RP11-573D15.8","Unmatched","","","",""
"RP11-573D15.9","Unmatched","","","",""
"RP11-573G6.4","Unmatched","","","",""
"RP11-573G6.6","Unmatched","","","",""
"RP11-573G6.8","Unmatched","","","",""
"RP11-574F21.2","Unmatched","","","",""
"RP11-574F21.3","Unmatched","","","",""
"RP11-574K11.24","Unmatched","","","",""
"RP11-574K11.29","Unmatched","","","",""
"RP11-574K11.31","Unmatched","","","",""
"RP11-574K11.32","Unmatched","","","",""
"RP11-574K11.5","Unmatched","","","",""
"RP11-575F12.3","Unmatched","","","",""
"RP11-575L7.8","Unmatched","","","",""
"RP11-576I22.2","Unmatched","","","",""
"RP11-577H5.5","Unmatched","","","",""
"RP11-579D7.2","Unmatched","","","",""
"RP11-57A19.2","Unmatched","","","",""
"RP11-57G10.8","Unmatched","","","",""
"RP11-57H12.5","Unmatched","","","",""
"RP11-57H14.4","Unmatched","","","",""
"RP11-580I16.2","Unmatched","","","",""
"RP11-582E3.6","Unmatched","","","",""
"RP11-582J16.4","Unmatched","","","",""
"RP11-582J16.5","Unmatched","","","",""
"RP11-583F2.2","Unmatched","","","",""
"RP11-583F2.7","Unmatched","","","",""
"RP11-584P21.2","Unmatched","","","",""
"RP11-585P4.5","Unmatched","","","",""
"RP11-585P4.6","Unmatched","","","",""
"RP11-586D19.1","Unmatched","","","",""
"RP11-586D19.2","Unmatched","","","",""
"RP11-588K22.2","Unmatched","","","",""
"RP11-589M4.1","Unmatched","","","",""
"RP11-589P10.5","Unmatched","","","",""
"RP11-589P10.7","Unmatched","","","",""
"RP11-58O9.2","Unmatched","","","",""
"RP11-593F23.1","Unmatched","","","",""
"RP11-594N15.3","Unmatched","","","",""
"RP11-596C23.2","Unmatched","","","",""
"RP11-596C23.6","Unmatched","","","",""
"RP11-596D21.1","Unmatched","","","",""
"RP11-599B13.6","Unmatched","","","",""
"RP11-59C5.3","Unmatched","","","",""
"RP11-5A19.5","Unmatched","","","",""
"RP11-5C23.1","Unmatched","","","",""
"RP11-5C23.2","Unmatched","","","",""
"RP11-5G9.5","Unmatched","","","",""
"RP11-5O17.1","Unmatched","","","",""
"RP11-600F24.7","Unmatched","","","",""
"RP11-603J24.17","Unmatched","","","",""
"RP11-603J24.21","Unmatched","","","",""
"RP11-603J24.5","Unmatched","","","",""
"RP11-603J24.6","Unmatched","","","",""
"RP11-609D21.3","Unmatched","","","",""
"RP11-609N14.4","Unmatched","","","",""
"RP11-60L3.6","Unmatched","","","",""
"RP11-611O2.5","Unmatched","","","",""
"RP11-613C6.2","Unmatched","","","",""
"RP11-613D13.5","Unmatched","","","",""
"RP11-613M10.6","Unmatched","","","",""
"RP11-613M10.8","Unmatched","","","",""
"RP11-615I2.6","Unmatched","","","",""
"RP11-617F23.1","Unmatched","","","",""
"RP11-618G20.1","Unmatched","","","",""
"RP11-618K13.2","Unmatched","","","",""
"RP11-619A10.1","Unmatched","","","",""
"RP11-619A10.2","Unmatched","","","",""
"RP11-61A14.1","Unmatched","","","",""
"RP11-61A14.4","Unmatched","","","",""
"RP11-61F12.1","Unmatched","","","",""
"RP11-61J19.5","Unmatched","","","",""
"RP11-61K9.3","Unmatched","","","",""
"RP11-61L19.1","Unmatched","","","",""
"RP11-61L19.2","Unmatched","","","",""
"RP11-61L19.3","Unmatched","","","",""
"RP11-620J15.3","Unmatched","","","",""
"RP11-626G11.3","Unmatched","","","",""
"RP11-626G11.6","Unmatched","","","",""
"RP11-627K11.6","Unmatched","","","",""
"RP11-629B11.5","Unmatched","","","",""
"RP11-629N8.5","Unmatched","","","",""
"RP11-629O1.2","Unmatched","","","",""
"RP11-630A13.4","Unmatched","","","",""
"RP11-631N16.2","Unmatched","","","",""
"RP11-631N16.4","Unmatched","","","",""
"RP11-634H22.1","Unmatched","","","",""
"RP11-635N19.1","Unmatched","","","",""
"RP11-637A17.2","Unmatched","","","",""
"RP11-638I2.2","Unmatched","","","",""
"RP11-638I2.6","Unmatched","","","",""
"RP11-638I2.9","Unmatched","","","",""
"RP11-63A1.4","Unmatched","","","",""
"RP11-63G10.3","Unmatched","","","",""
"RP11-63M22.2","Unmatched","","","",""
"RP11-640L9.1","Unmatched","","","",""
"RP11-640L9.2","Unmatched","","","",""
"RP11-640N20.4","Unmatched","","","",""
"RP11-642A1.2","Unmatched","","","",""
"RP11-644F5.10","Unmatched","","","",""
"RP11-644F5.11","Unmatched","","","",""
"RP11-645C24.5","Unmatched","","","",""
"RP11-646I6.5","Unmatched","","","",""
"RP11-646I6.6","Unmatched","","","",""
"RP11-647K16.1","Unmatched","","","",""
"RP11-649A18.12","Unmatched","","","",""
"RP11-649A18.3","Unmatched","","","",""
"RP11-649A18.4","Unmatched","","","",""
"RP11-649A18.5","Unmatched","","","",""
"RP11-649E7.5","Unmatched","","","",""
"RP11-649E7.7","Unmatched","","","",""
"RP11-64J4.2","Unmatched","","","",""
"RP11-64K12.4","Unmatched","","","",""
"RP11-64K12.8","Unmatched","","","",""
"RP11-650L12.2","Unmatched","","","",""
"RP11-651L5.3","Unmatched","","","",""
"RP11-652L8.4","Unmatched","","","",""
"RP11-655C2.3","Unmatched","","","",""
"RP11-655M14.13","Unmatched","","","",""
"RP11-656D10.3","Unmatched","","","",""
"RP11-656D10.7","Unmatched","","","",""
"RP11-658F2.8","Unmatched","","","",""
"RP11-65I12.1","Unmatched","","","",""
"RP11-65L3.2","Unmatched","","","",""
"RP11-65L3.3","Unmatched","","","",""
"RP11-65L3.4","Unmatched","","","",""
"RP11-660L16.2","Unmatched","","","",""
"RP11-660M5.1","Unmatched","","","",""
"RP11-661A12.12","Unmatched","","","",""
"RP11-661A12.5","Unmatched","","","",""
"RP11-661A12.7","Unmatched","","","",""
"RP11-661A12.8","Unmatched","","","",""
"RP11-661O13.1","Unmatched","","","",""
"RP11-662I13.3","Unmatched","","","",""
"RP11-664D1.1","Unmatched","","","",""
"RP11-666A8.12","Unmatched","","","",""
"RP11-666A8.8","Unmatched","","","",""
"RP11-666A8.9","Unmatched","","","",""
"RP11-666O2.2","Unmatched","","","",""
"RP11-667F14.1","Unmatched","","","",""
"RP11-667K14.3","Unmatched","","","",""
"RP11-667K14.4","Unmatched","","","",""
"RP11-667K14.5","Unmatched","","","",""
"RP11-669E14.6","Unmatched","","","",""
"RP11-66D17.5","Unmatched","","","",""
"RP11-66N11.8","Unmatched","","","",""
"RP11-66N24.3","Unmatched","","","",""
"RP11-66N24.4","Unmatched","","","",""
"RP11-670E13.6","Unmatched","","","",""
"RP11-671J11.5","Unmatched","","","",""
"RP11-672A2.6","Unmatched","","","",""
"RP11-672L10.6","Unmatched","","","",""
"RP11-676J12.4","Unmatched","","","",""
"RP11-676J12.9","Unmatched","","","",""
"RP11-677I18.3","Unmatched","","","",""
"RP11-677M14.2","Unmatched","","","",""
"RP11-677M14.3","Unmatched","","","",""
"RP11-677M14.7","Unmatched","","","",""
"RP11-679B19.1","Unmatched","","","",""
"RP11-67A1.4","Unmatched","","","",""
"RP11-67L2.2","Unmatched","","","",""
"RP11-67L3.4","Unmatched","","","",""
"RP11-67L3.5","Unmatched","","","",""
"RP11-680A11.5","Unmatched","","","",""
"RP11-680G24.6","Unmatched","","","",""
"RP11-681H18.2","Unmatched","","","",""
"RP11-685G9.2","Unmatched","","","",""
"RP11-685M7.3","Unmatched","","","",""
"RP11-685N10.1","Unmatched","","","",""
"RP11-686D22.4","Unmatched","","","",""
"RP11-686D22.8","Unmatched","","","",""
"RP11-686D22.9","Unmatched","","","",""
"RP11-686O6.2","Unmatched","","","",""
"RP11-688G15.3","Unmatched","","","",""
"RP11-689B22.2","Unmatched","","","",""
"RP11-689P11.2","Unmatched","","","",""
"RP11-68I18.10","Unmatched","","","",""
"RP11-68I3.11","Unmatched","","","",""
"RP11-68I3.4","Unmatched","","","",""
"RP11-68L18.1","Unmatched","","","",""
"RP11-690D19.3","Unmatched","","","",""
"RP11-690I21.2","Unmatched","","","",""
"RP11-692D12.1","Unmatched","","","",""
"RP11-696N14.1","Unmatched","","","",""
"RP11-697E2.6","Unmatched","","","",""
"RP11-697E22.1","Unmatched","","","",""
"RP11-697N18.4","Unmatched","","","",""
"RP11-69E11.4","Unmatched","","","",""
"RP11-69E11.8","Unmatched","","","",""
"RP11-69M1.6","Unmatched","","","",""
"RP11-6L6.4","Unmatched","","","",""
"RP11-6N17.2","Unmatched","","","",""
"RP11-6N17.3","Unmatched","","","",""
"RP11-6N17.4","Unmatched","","","",""
"RP11-6O2.2","Unmatched","","","",""
"RP11-6O2.3","Unmatched","","","",""
"RP11-700A24.1","Unmatched","","","",""
"RP11-700H6.1","Unmatched","","","",""
"RP11-700J17.1","Unmatched","","","",""
"RP11-700J17.2","Unmatched","","","",""
"RP11-701H16.4","Unmatched","","","",""
"RP11-701H24.3","Unmatched","","","",""
"RP11-701H24.4","Unmatched","","","",""
"RP11-701H24.5","Unmatched","","","",""
"RP11-701H24.8","Unmatched","","","",""
"RP11-701H24.9","Unmatched","","","",""
"RP11-705C15.3","Unmatched","","","",""
"RP11-705C15.5","Unmatched","","","",""
"RP11-705O1.8","Unmatched","","","",""
"RP11-706O15.1","Unmatched","","","",""
"RP11-706O15.3","Unmatched","","","",""
"RP11-706O15.5","Unmatched","","","",""
"RP11-707G14.1","Unmatched","","","",""
"RP11-707G18.1","Unmatched","","","",""
"RP11-707M3.3","Unmatched","","","",""
"RP11-707O23.1","Unmatched","","","",""
"RP11-708J19.1","Unmatched","","","",""
"RP11-709D24.6","Unmatched","","","",""
"RP11-709D24.8","Unmatched","","","",""
"RP11-70C1.3","Unmatched","","","",""
"RP11-70D24.2","Unmatched","","","",""
"RP11-70L8.4","Unmatched","","","",""
"RP11-70L8.5","Unmatched","","","",""
"RP11-710F7.3","Unmatched","","","",""
"RP11-712B9.2","Unmatched","","","",""
"RP11-712L6.5","Unmatched","","","",""
"RP11-712L6.7","Unmatched","","","",""
"RP11-713M15.1","Unmatched","","","",""
"RP11-713M15.2","Unmatched","","","",""
"RP11-713N11.6","Unmatched","","","",""
"RP11-713P17.3","Unmatched","","","",""
"RP11-713P17.4","Unmatched","","","",""
"RP11-715F3.2","Unmatched","","","",""
"RP11-715J22.2","Unmatched","","","",""
"RP11-715J22.3","Unmatched","","","",""
"RP11-715J22.4","Unmatched","","","",""
"RP11-715J22.6","Unmatched","","","",""
"RP11-717F1.2","Unmatched","","","",""
"RP11-717K11.2","Unmatched","","","",""
"RP11-71L14.3","Unmatched","","","",""
"RP11-722E23.2","Unmatched","","","",""
"RP11-722G7.1","Unmatched","","","",""
"RP11-723J4.3","Unmatched","","","",""
"RP11-723O4.2","Unmatched","","","",""
"RP11-723O4.6","Unmatched","","","",""
"RP11-723O4.9","Unmatched","","","",""
"RP11-727A23.4","Unmatched","","","",""
"RP11-727A23.5","Unmatched","","","",""
"RP11-727F15.11","Unmatched","","","",""
"RP11-727F15.12","Unmatched","","","",""
"RP11-727F15.13","Unmatched","","","",""
"RP11-727F15.9","Unmatched","","","",""
"RP11-728F11.3","Unmatched","","","",""
"RP11-729L2.2","Unmatched","","","",""
"RP11-72I8.1","Unmatched","","","",""
"RP11-72M17.1","Unmatched","","","",""
